automated_name	Gene	Gene.short	clean_annotation_name	clean_annotation_name_fixed	is_hit_or_candidate	n_phosphosites	n_hits	n_candidates	comparisons_with_hit_or_candidate	Figure4D	Figure4E	in_original_modules	missing_from_original_modules	has_annotation	Plot_Module	Label_Name_orig	Actin dynamics	Actin network assembly	Actomyosin contractility	Apoptosis	Cdc42 GTPase signaling	Chaperone	Differentiation (gland cell related)	Differentiation (muscle cell related)	Differentiation (reproductive cell related)	Differentiation of spicule cells	Exocytosis	GPCR signaling	Hematopoietic identity transcription activity	JNK/p38 MAPK signaling	Lysosomal transporter	Lysosomes	Metabolism	Microtubule dynamics	MTORC1 signaling	MTORC2 signaling	NO signaling	Phospholipid signaling	PI3K signaling	Plasma membrane transporter	Post-synaptic scaffold	Rac1 GTPase signaling	Ras GTPase signaling	Regulation of adhesion complexes	Regulation of calcium signaling	Regulation of cAMP signaling	Regulation of cell cycle	Regulation of ciliary function	Regulation of cytoskeleton at the membrane	Regulation of inflammation	RhoA GTPase signaling	RNA processing	Stress-related transcription activity	Synaptic vesicle	Vesicular trafficking	Rho signaling
"c103636-g1 2-to-2 PTPRZ1,PTPRG protein tyrosine phosphatase, receptor type Z1"	"c103636-g1 2-to-2 PTPRZ1,PTPRG protein tyrosine phosphatase, receptor type Z1"	PTPRZ1	"PTPRZ1,PTPRG"	"PTPRZ1,PTPRG"	TRUE	2	0	3	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min			TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c100109-g1 1-to-1 RAPGEF1 Rap guanine nucleotide exchange factor 1	c100109-g1 1-to-1 RAPGEF1 Rap guanine nucleotide exchange factor 1	RAPGEF1	RAPGEF1	RAPGEF1	TRUE	5	1	8	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c104939-g1 1-to-1 USP24 ubiquitin specific peptidase 24	c104939-g1 1-to-1 USP24 ubiquitin specific peptidase 24	USP24	USP24	USP24	TRUE	3	2	3	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c103805-g1 (morphogenesis of an epithelium) - emapper OG	c103805-g1 (morphogenesis of an epithelium) - emapper OG	morphogenesis of an epithel…			TRUE	2	1	3	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c104955-g1 1-to-3 ITPR1,ITPR3,ITPR2 inositol 1,4,5-trisphosphate receptor type 1"	"c104955-g1 1-to-3 ITPR1,ITPR3,ITPR2 inositol 1,4,5-trisphosphate receptor type 1"	ITPR1 (+2)	"ITPR1,ITPR3,ITPR2"	"ITPR1,ITPR3,ITPR2"	TRUE	6	4	9	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min		TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c103980-g5 (morphogenesis of an epithelium) - emapper OG	c103980-g5 (morphogenesis of an epithelium) - emapper OG	morphogenesis of an epithel…			TRUE	1	0	1	Tryptamine_15min vs DMSO_15min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c104958-g1 1-to-1 SLF1 SMC5-SMC6 complex localization factor 1	c104958-g1 1-to-1 SLF1 SMC5-SMC6 complex localization factor 1	SLF1	SLF1	SLF1	TRUE	1	3	0	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c104275-g3 (morphogenesis of an epithelium) - emapper OG	c104275-g3 (morphogenesis of an epithelium) - emapper OG	morphogenesis of an epithel…			TRUE	3	0	3	Tryptamine_30min vs DMSO_30min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c105010-g1 MOS (v-mos Moloney murine sarcoma viral oncogene homolog) - blastp	c105010-g1 MOS (v-mos Moloney murine sarcoma viral oncogene homolog) - blastp	MOS			TRUE	1	3	0	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c100486-g1 MSA1, Saccharomyces cerevisiae (strain ATCC 204508.."	"c100486-g1 MSA1, Saccharomyces cerevisiae (strain ATCC 204508.."	MSA1			TRUE	1	3	0	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c105071-g1 RPLP0 (Ribosomal protein, large, P0) - emapper OG"	"c105071-g1 RPLP0 (Ribosomal protein, large, P0) - emapper OG"	RPLP0 (Ribosomal protein	RPLP0	RPLP0	TRUE	1	0	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
c105345-g1 1-to-1 SNX29 sorting nexin 29	c105345-g1 1-to-1 SNX29 sorting nexin 29	SNX29	SNX29	SNX29	TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
"c103779-g1 MICAL3 (Microtubule associated monoxygenase, calponin and LIM domain containing) - emapper OG"	"c103779-g1 MICAL3 (Microtubule associated monoxygenase, calponin and LIM domain containing) - emapper OG"	MICAL3 (Microtubule associa…	MICAL3	MICAL3	TRUE	6	4	7	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
c105433-g1	c105433-g1	c105433-g1			TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			FALSE	TRUE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c101021-g1 RAPGEF2 (Rap guanine nucleotide exchange factor 2) - blastp	c101021-g1 RAPGEF2 (Rap guanine nucleotide exchange factor 2) - blastp	RAPGEF2	RAPGEF2	RAPGEF2	TRUE	1	3	0	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c105697-g1	c105697-g1	c105697-g1			TRUE	1	0	1	Tryptamine_30min vs DMSO_30min			FALSE	TRUE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c93195-g1 1-to-1 MSH6 mutS homolog 6	c93195-g1 1-to-1 MSH6 mutS homolog 6	MSH6			TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c104232-g1 1-to-3 MTA2,MTA1,MTA3 metastasis associated 1 family member 2"	"c104232-g1 1-to-3 MTA2,MTA1,MTA3 metastasis associated 1 family member 2"	MTA2 (+2)			TRUE	1	2	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); (Tryptamine_30min vs DMSO_30min) against (Tryptamine_15min vs DMSO_15min); Tryptamine_15min vs DMSO_15min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c100830-g1 1-to-1 MTHFR methylenetetrahydrofolate reductase	c100830-g1 1-to-1 MTHFR methylenetetrahydrofolate reductase	MTHFR			TRUE	3	0	4	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c106300-g1	c106300-g1	c106300-g1			TRUE	2	1	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_30min vs DMSO_30min			FALSE	TRUE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c102213-g1 2-to-4 RAPGEFL1,RAPGEF5,RAPGEF4,RAPGEF3 Rap guanine nucleotide exchange factor like 1"	"c102213-g1 2-to-4 RAPGEFL1,RAPGEF5,RAPGEF4,RAPGEF3 Rap guanine nucleotide exchange factor like 1"	RAPGEFL1 (+3)			TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c100226-g1 MYCN (v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)) - emapper OG"	"c100226-g1 MYCN (v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)) - emapper OG"	MYCN (v-myc myelocytomatosi…			TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c91412-g1 1-to-2 MYO3A,MYO3B myosin IIIA"	"c91412-g1 1-to-2 MYO3A,MYO3B myosin IIIA"	MYO3A/MYO3B			TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c108134-g1 1-to-2 PPP1R16A,PPP1R16B protein phosphatase 1 regulatory subunit 16A"	"c108134-g1 1-to-2 PPP1R16A,PPP1R16B protein phosphatase 1 regulatory subunit 16A"	PPP1R16A/PPP1R16B	"PPP1R16A,PPP1R16B"	"PPP1R16A,PPP1R16B"	TRUE	2	1	5	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min	TRUE		TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
c108332-g1 1-to-1 VPS13D vacuolar protein sorting 13 homolog D	c108332-g1 1-to-1 VPS13D vacuolar protein sorting 13 homolog D	VPS13D	VPS13D	VPS13D	TRUE	1	0	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
c108668-g1	c108668-g1	c108668-g1			TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			FALSE	TRUE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c110092-g1 3-to-4 HMGB2,HMGB1,HMGB3,HMGB4 high mobility group box 2"	"c110092-g1 3-to-4 HMGB2,HMGB1,HMGB3,HMGB4 high mobility group box 2"	HMGB2 (+3)	"HMGB2,HMGB1,HMGB3,HMGB4"	"HMGB2,HMGB1,HMGB3,HMGB4"	TRUE	1	0	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c110149-g1 1-to-3 KIF5B,KIF5C,KIF5A kinesin family member 5B"	"c110149-g1 1-to-3 KIF5B,KIF5C,KIF5A kinesin family member 5B"	KIF5B (+2)	"KIF5B,KIF5C,KIF5A"	"KIF5B,KIF5C,KIF5A"	TRUE	1	0	3	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
"c104650-g2 2-to-3 MYOF,DYSF myoferlin"	"c104650-g2 2-to-3 MYOF,DYSF myoferlin"	MYOF/DYSF			TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			FALSE	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
c110944-g1	c110944-g1	c110944-g1			TRUE	1	0	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_30min vs DMSO_30min			FALSE	TRUE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c104422-g1 1-to-1 RAPH1 Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	c104422-g1 1-to-1 RAPH1 Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	RAPH1	RAPH1	RAPH1	TRUE	2	1	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min			TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c102126-g1 NANOS1 (nanos homolog 1 (Drosophila)) - emapper OG	Nanos	Nanos			TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c111013-g1	c111013-g1	c111013-g1			TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			FALSE	TRUE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c111084-g1	c111084-g1	c111084-g1			TRUE	1	3	0	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			FALSE	TRUE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c111555-g1 hs-SH2D6,SOCS1"	"c111555-g1 hs-SH2D6,SOCS1"	hs-SH2D6/SOCS1	"SH2D6,SOCS1"	"SH2D6,SOCS1"	TRUE	1	0	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
